FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
10493,Southwest,2843,ORD,BOS,05/11/2024 18:00,9/1/2024 18:10,05/11/2024 19:34,9/1/2024 21:50,-10,,True,True,Boeing 777,N54154,580
10494,Delta,3439,ORD,BOS,05/11/2024 00:04,9/1/2024 0:14,05/11/2024 01:18,9/1/2024 3:06,2,Maintenance,False,True,Boeing 777,N28283,2117
10495,United,8165,ORD,MIA,05/11/2024 22:18,9/1/2024 22:41,05/12/2024 03:46,9/2/2024 3:48,30,Air Traffic Control,True,False,Airbus A320,N81526,1322
10496,Southwest,1617,LAX,JFK,05/11/2024 02:20,9/1/2024 2:25,05/11/2024 06:54,9/1/2024 8:20,0,,True,True,Boeing 777,N53332,1960
10497,Delta,5361,LAX,MIA,05/11/2024 12:54,9/1/2024 13:09,05/11/2024 16:10,9/1/2024 14:05,11,Maintenance,True,True,Boeing 737,N94784,2053
10498,American Airlines,3573,ATL,MIA,05/11/2024 20:55,9/1/2024 21:13,05/12/2024 02:43,9/2/2024 1:19,24,Air Traffic Control,True,False,Boeing 737,N53819,431
10499,United,7388,ORD,JFK,05/11/2024 01:11,9/1/2024 1:26,05/11/2024 08:00,9/1/2024 7:30,19,Maintenance,True,True,Boeing 737,N89181,2740
10500,Delta,9725,ORD,MIA,05/11/2024 20:57,9/1/2024 21:14,05/11/2024 22:27,9/1/2024 21:57,0,,True,True,Boeing 737,N53751,2857
10501,Southwest,7766,JFK,JFK,05/11/2024 19:23,9/1/2024 19:45,05/11/2024 20:53,9/1/2024 20:13,-10,,True,False,Airbus A320,N56278,793
10502,American Airlines,3951,DFW,JFK,05/11/2024 14:58,9/1/2024 15:14,05/11/2024 18:49,9/1/2024 19:24,26,Maintenance,True,False,Boeing 777,N72828,1205
10503,United,6584,ATL,SFO,05/11/2024 00:11,9/1/2024 0:39,05/11/2024 04:10,9/1/2024 6:08,-3,,False,True,Airbus A320,N40721,2314
10504,Southwest,4932,DFW,SFO,05/11/2024 17:37,9/1/2024 17:51,05/11/2024 21:54,9/1/2024 18:29,-8,,False,True,Boeing 777,N72673,1506
10505,Delta,7185,DFW,JFK,05/11/2024 23:23,9/1/2024 23:43,05/12/2024 00:38,9/2/2024 1:25,2,Air Traffic Control,False,True,Airbus A320,N71410,1322
10506,Southwest,2340,DFW,MIA,05/11/2024 18:57,9/1/2024 19:09,05/11/2024 23:21,9/1/2024 21:11,14,Air Traffic Control,True,True,Boeing 737,N85062,1617
10507,Southwest,2444,LAX,SFO,05/11/2024 07:36,9/1/2024 8:06,05/11/2024 11:38,9/1/2024 9:44,8,Maintenance,True,True,Boeing 777,N18753,515
10508,American Airlines,7667,ORD,JFK,05/11/2024 11:16,9/1/2024 11:37,05/11/2024 15:14,9/1/2024 13:08,-8,,True,True,Boeing 777,N29890,369
10509,United,2053,ATL,MIA,05/11/2024 12:11,9/1/2024 12:17,05/11/2024 14:05,9/1/2024 15:14,3,Air Traffic Control,False,True,Airbus A320,N77581,545
10510,American Airlines,5452,LAX,MIA,05/11/2024 20:50,9/1/2024 21:17,05/12/2024 03:28,9/2/2024 3:13,23,Maintenance,False,True,Boeing 777,N58893,1674
10511,Delta,2710,LAX,JFK,05/11/2024 11:08,9/1/2024 11:33,05/11/2024 16:25,9/1/2024 13:17,9,Air Traffic Control,False,False,Airbus A320,N58633,1612
10512,Delta,5698,LAX,JFK,05/11/2024 20:27,9/1/2024 20:35,05/12/2024 01:57,9/1/2024 21:46,19,Weather,False,True,Boeing 777,N66100,871
10513,Delta,9817,ORD,MIA,05/11/2024 06:21,9/1/2024 6:24,05/11/2024 07:52,9/1/2024 10:22,1,Weather,False,True,Boeing 737,N99981,710
10514,United,272,LAX,SEA,05/11/2024 16:01,9/1/2024 16:05,05/11/2024 18:27,9/1/2024 20:29,28,Air Traffic Control,False,True,Airbus A320,N15988,1822
10515,American Airlines,5617,JFK,BOS,05/11/2024 18:03,9/1/2024 18:24,05/11/2024 21:59,9/1/2024 22:55,-8,,False,True,Boeing 777,N42165,463
10516,Southwest,559,JFK,MIA,05/11/2024 03:40,9/1/2024 3:43,05/11/2024 06:03,9/1/2024 6:48,8,Weather,True,True,Boeing 737,N23710,1608
10517,United,8915,ORD,SFO,05/11/2024 07:12,9/1/2024 7:37,05/11/2024 10:08,9/1/2024 11:06,-6,,False,True,Boeing 737,N12101,359
10518,Delta,1004,ORD,SFO,05/11/2024 01:34,9/1/2024 1:44,05/11/2024 08:09,9/1/2024 7:31,-3,,True,True,Boeing 777,N52402,110
10519,Southwest,1729,ATL,MIA,05/11/2024 21:48,9/1/2024 21:58,05/12/2024 03:11,9/2/2024 0:42,-6,,False,False,Boeing 777,N19717,738
10520,Delta,3267,JFK,SEA,05/11/2024 04:52,9/1/2024 5:08,05/11/2024 08:57,9/1/2024 7:42,-10,,False,True,Airbus A320,N70251,1151
10521,American Airlines,1324,JFK,JFK,05/11/2024 17:13,9/1/2024 17:22,05/11/2024 18:15,9/1/2024 18:19,6,Air Traffic Control,False,True,Boeing 777,N79008,2830
10522,American Airlines,5230,ORD,SFO,05/11/2024 00:08,9/1/2024 0:13,05/11/2024 01:28,9/1/2024 4:12,4,Maintenance,False,True,Boeing 737,N58132,1459
10523,Southwest,8841,DFW,SFO,05/11/2024 10:37,9/1/2024 11:01,05/11/2024 14:14,9/1/2024 15:06,29,Weather,True,False,Airbus A320,N62898,1620
10524,Delta,1706,JFK,MIA,05/11/2024 04:00,9/1/2024 4:13,05/11/2024 09:26,9/1/2024 7:07,7,Weather,False,True,Boeing 777,N18741,692
10525,United,3421,DFW,SFO,05/11/2024 11:35,9/1/2024 11:45,05/11/2024 17:34,9/1/2024 15:25,-10,,False,True,Airbus A320,N50893,531
10526,Southwest,199,ATL,BOS,05/11/2024 14:38,9/1/2024 14:41,05/11/2024 20:05,9/1/2024 19:57,19,Weather,True,False,Boeing 777,N38929,2388
10527,Delta,4628,DFW,SFO,05/11/2024 22:20,9/1/2024 22:27,05/12/2024 01:27,9/1/2024 23:25,5,Maintenance,False,False,Boeing 737,N52637,1702
10528,Delta,9288,LAX,SFO,05/11/2024 04:08,9/1/2024 4:10,05/11/2024 06:25,9/1/2024 8:06,-2,,False,False,Boeing 777,N57434,2295
10529,Delta,6454,ORD,SEA,05/11/2024 07:56,9/1/2024 8:07,05/11/2024 14:48,9/1/2024 13:14,18,Air Traffic Control,False,True,Airbus A320,N47273,761
10530,Delta,4610,ATL,SEA,05/11/2024 11:42,9/1/2024 11:49,05/11/2024 17:41,9/1/2024 16:40,-2,,True,False,Boeing 737,N35438,1026
10531,American Airlines,7095,ORD,MIA,05/11/2024 01:31,9/1/2024 1:31,05/11/2024 05:52,9/1/2024 4:36,5,Weather,False,False,Boeing 777,N33725,2918
10532,United,5481,ATL,MIA,05/11/2024 18:01,9/1/2024 18:01,05/11/2024 20:42,9/1/2024 20:03,2,Maintenance,False,False,Boeing 777,N96384,2248
10533,Delta,5907,JFK,SEA,05/11/2024 16:13,9/1/2024 16:15,05/11/2024 17:44,9/1/2024 22:12,-1,,False,False,Boeing 777,N32152,428
10534,American Airlines,8978,DFW,SFO,05/11/2024 17:01,9/1/2024 17:26,05/11/2024 21:18,9/1/2024 22:57,-4,,False,True,Airbus A320,N73903,2290
10535,Delta,3556,ORD,MIA,05/11/2024 06:47,9/1/2024 6:56,05/11/2024 09:28,9/1/2024 10:06,19,Weather,False,False,Airbus A320,N58829,2387
10536,United,6522,LAX,MIA,05/11/2024 23:58,9/2/2024 0:06,05/12/2024 02:14,9/2/2024 1:22,24,Air Traffic Control,False,True,Airbus A320,N62988,1912
10537,Delta,6713,LAX,SFO,05/11/2024 06:59,9/1/2024 7:25,05/11/2024 12:33,9/1/2024 10:08,9,Weather,True,False,Airbus A320,N82104,2637
10538,Southwest,3858,DFW,JFK,05/11/2024 11:12,9/1/2024 11:34,05/11/2024 15:26,9/1/2024 17:22,10,Air Traffic Control,False,True,Boeing 737,N23847,1669
10539,Southwest,1135,JFK,SFO,05/11/2024 06:57,9/1/2024 7:06,05/11/2024 10:38,9/1/2024 10:16,19,Air Traffic Control,True,False,Boeing 737,N62238,817
10540,Delta,3349,DFW,SFO,05/11/2024 19:14,9/1/2024 19:17,05/11/2024 21:40,9/1/2024 22:06,-8,,False,True,Boeing 737,N67019,1086
10541,United,1963,DFW,MIA,05/11/2024 06:51,9/1/2024 7:11,05/11/2024 11:25,9/1/2024 8:07,16,Weather,True,True,Boeing 737,N79358,454
10542,Delta,8391,DFW,MIA,05/11/2024 02:07,9/1/2024 2:34,05/11/2024 05:47,9/1/2024 5:31,24,Maintenance,False,False,Boeing 737,N25746,577
10543,United,3317,DFW,BOS,05/11/2024 02:04,9/1/2024 2:19,05/11/2024 06:05,9/1/2024 4:09,5,Air Traffic Control,False,False,Boeing 777,N73092,242
10544,Delta,9533,ATL,BOS,05/11/2024 19:01,9/1/2024 19:04,05/12/2024 00:21,9/1/2024 21:04,3,Maintenance,True,True,Boeing 737,N88392,792
10545,United,9714,JFK,SEA,05/11/2024 01:27,9/1/2024 1:30,05/11/2024 04:05,9/1/2024 7:40,13,Air Traffic Control,True,False,Boeing 737,N59143,2696
10546,United,9896,JFK,BOS,05/11/2024 18:08,9/1/2024 18:23,05/11/2024 23:35,9/1/2024 21:34,26,Air Traffic Control,True,True,Boeing 777,N43499,1057
10547,Delta,2383,JFK,SFO,05/11/2024 03:30,9/1/2024 3:56,05/11/2024 06:59,9/1/2024 9:34,4,Air Traffic Control,True,True,Airbus A320,N23190,143
10548,United,9234,JFK,SFO,05/11/2024 13:22,9/1/2024 13:35,05/11/2024 19:43,9/1/2024 15:44,22,Maintenance,False,True,Boeing 777,N26344,1739
10549,United,9509,DFW,JFK,05/11/2024 23:49,9/2/2024 0:12,05/12/2024 04:55,9/2/2024 3:44,-5,,False,False,Boeing 737,N48469,1281
10550,United,4628,ORD,BOS,05/11/2024 14:56,9/1/2024 15:11,05/11/2024 20:57,9/1/2024 16:25,29,Air Traffic Control,False,False,Boeing 737,N80484,1285
10551,Delta,4270,ATL,MIA,05/11/2024 04:53,9/1/2024 5:18,05/11/2024 07:32,9/1/2024 7:07,14,Air Traffic Control,False,False,Airbus A320,N79869,465
10552,Southwest,3264,ATL,SEA,05/11/2024 02:31,9/1/2024 2:45,05/11/2024 07:02,9/1/2024 6:43,12,Air Traffic Control,False,False,Airbus A320,N81109,1007
10553,Delta,6155,DFW,MIA,05/11/2024 02:13,9/1/2024 2:37,05/11/2024 07:47,9/1/2024 5:35,22,Weather,True,False,Boeing 737,N31475,1847
10554,Southwest,8744,LAX,MIA,05/11/2024 08:18,9/1/2024 8:34,05/11/2024 10:33,9/1/2024 9:38,20,Maintenance,True,True,Boeing 737,N26685,2614
10555,Southwest,5719,JFK,SEA,05/11/2024 04:32,9/1/2024 4:37,05/11/2024 10:01,9/1/2024 7:49,17,Air Traffic Control,True,False,Boeing 737,N51481,1444
10556,Southwest,5430,DFW,MIA,05/11/2024 18:24,9/1/2024 18:41,05/12/2024 00:19,9/1/2024 19:35,11,Air Traffic Control,False,False,Airbus A320,N19535,1127
10557,United,3556,DFW,SFO,05/11/2024 14:45,9/1/2024 15:08,05/11/2024 21:21,9/1/2024 17:44,-1,,True,True,Boeing 777,N97131,1751
10558,American Airlines,3223,ATL,BOS,05/11/2024 07:53,9/1/2024 8:14,05/11/2024 12:26,9/1/2024 11:15,22,Maintenance,False,False,Airbus A320,N74940,1290
10559,Southwest,9928,ORD,SEA,05/11/2024 21:13,9/1/2024 21:13,05/12/2024 01:21,9/2/2024 1:29,16,Air Traffic Control,False,False,Boeing 777,N43081,1183
10560,Delta,5381,LAX,SFO,05/11/2024 13:00,9/1/2024 13:23,05/11/2024 18:35,9/1/2024 18:11,11,Weather,True,True,Boeing 737,N76040,2178
10561,American Airlines,9017,LAX,SFO,05/11/2024 09:09,9/1/2024 9:24,05/11/2024 13:45,9/1/2024 11:16,7,Maintenance,False,False,Boeing 777,N79363,2708
10562,Southwest,6787,ATL,BOS,05/11/2024 13:54,9/1/2024 13:54,05/11/2024 15:35,9/1/2024 15:11,17,Weather,False,False,Boeing 737,N52715,174
10563,United,36,LAX,SFO,05/11/2024 22:45,9/1/2024 22:58,05/12/2024 03:17,9/2/2024 3:41,-4,,False,True,Boeing 737,N74938,1787
10564,United,1556,ATL,BOS,05/11/2024 11:38,9/1/2024 11:43,05/11/2024 15:26,9/1/2024 15:08,30,Air Traffic Control,True,False,Airbus A320,N84400,579
10565,Delta,8294,ATL,JFK,05/11/2024 22:44,9/1/2024 22:51,05/12/2024 02:19,9/2/2024 2:46,2,Air Traffic Control,False,False,Airbus A320,N78388,960
10566,American Airlines,9218,DFW,JFK,05/11/2024 10:38,9/1/2024 10:40,05/11/2024 14:38,9/1/2024 14:06,28,Weather,True,False,Airbus A320,N59274,820
10567,Delta,8008,JFK,SFO,05/11/2024 19:36,9/1/2024 19:37,05/12/2024 00:03,9/1/2024 20:47,11,Weather,False,True,Boeing 737,N22520,2172
10568,United,3255,ATL,SEA,05/11/2024 20:10,9/1/2024 20:18,05/11/2024 21:30,9/1/2024 23:13,3,Air Traffic Control,True,False,Airbus A320,N14957,2459
10569,United,1060,ORD,SEA,05/11/2024 16:31,9/1/2024 16:33,05/11/2024 19:25,9/1/2024 18:37,6,Maintenance,True,False,Airbus A320,N41559,2181
10570,United,6899,ATL,SFO,05/11/2024 12:58,9/1/2024 13:11,05/11/2024 14:29,9/1/2024 13:59,1,Weather,False,False,Boeing 737,N84612,1353
10571,American Airlines,4732,ORD,SEA,05/11/2024 16:31,9/1/2024 16:36,05/11/2024 23:27,9/1/2024 18:42,11,Maintenance,True,True,Boeing 737,N35537,1679
10572,Delta,1347,LAX,SFO,05/11/2024 06:58,9/1/2024 7:13,05/11/2024 11:55,9/1/2024 8:02,4,Maintenance,True,False,Airbus A320,N74941,1935
10573,Delta,1562,JFK,BOS,05/11/2024 00:47,9/1/2024 1:06,05/11/2024 02:41,9/1/2024 7:01,14,Maintenance,True,False,Boeing 737,N54144,722
10574,Delta,5992,ORD,SEA,05/11/2024 14:38,9/1/2024 15:06,05/11/2024 16:35,9/1/2024 16:42,4,Air Traffic Control,True,False,Boeing 777,N42743,1063
10575,Southwest,9264,LAX,SFO,05/11/2024 23:27,9/1/2024 23:41,05/12/2024 00:57,9/2/2024 4:20,-7,,False,True,Boeing 737,N34926,2455
10576,United,3144,ATL,BOS,05/11/2024 18:21,9/1/2024 18:29,05/11/2024 21:36,9/1/2024 19:15,-6,,True,False,Boeing 737,N17853,1616
10577,Southwest,5511,LAX,MIA,05/11/2024 10:36,9/1/2024 10:58,05/11/2024 17:04,9/1/2024 12:02,26,Maintenance,True,True,Boeing 777,N11721,930
10578,United,5395,ATL,MIA,05/11/2024 12:48,9/1/2024 13:04,05/11/2024 19:11,9/1/2024 15:18,30,Air Traffic Control,False,True,Boeing 737,N39264,2065
10579,Southwest,3855,DFW,SFO,05/11/2024 00:11,9/1/2024 0:33,05/11/2024 06:39,9/1/2024 6:04,-7,,False,False,Boeing 737,N61451,1705
10580,Delta,5643,LAX,MIA,05/11/2024 17:00,9/1/2024 17:06,05/11/2024 21:03,9/1/2024 21:17,17,Maintenance,False,True,Boeing 777,N56298,2768
10581,United,1725,ORD,SEA,05/11/2024 23:25,9/1/2024 23:46,05/12/2024 02:16,9/2/2024 0:15,-10,,False,True,Boeing 737,N33619,2763
10582,United,2080,ATL,JFK,05/11/2024 18:38,9/1/2024 18:45,05/11/2024 20:20,9/1/2024 23:46,8,Maintenance,False,False,Boeing 777,N97866,2635
10583,American Airlines,6779,DFW,SEA,05/11/2024 22:35,9/1/2024 22:48,05/11/2024 23:35,9/2/2024 2:25,-10,,False,True,Boeing 777,N34025,513
10584,United,3491,JFK,JFK,05/11/2024 11:17,9/1/2024 11:27,05/11/2024 16:38,9/1/2024 14:44,27,Weather,True,True,Boeing 777,N68735,2333
10585,Delta,1677,DFW,SFO,05/11/2024 23:41,9/1/2024 23:48,05/12/2024 06:36,9/2/2024 5:03,22,Weather,False,True,Airbus A320,N86391,1555
10586,Delta,907,JFK,MIA,05/11/2024 20:05,9/1/2024 20:06,05/12/2024 01:50,9/2/2024 0:24,19,Air Traffic Control,True,True,Airbus A320,N65742,1481
10587,Delta,5856,LAX,BOS,05/11/2024 19:19,9/1/2024 19:21,05/11/2024 21:56,9/1/2024 20:23,4,Maintenance,False,False,Airbus A320,N52204,2258
10588,Delta,6596,JFK,JFK,05/11/2024 06:47,9/1/2024 6:48,05/11/2024 13:27,9/1/2024 12:39,-8,,True,False,Airbus A320,N47116,904
10589,Delta,5293,LAX,SFO,05/11/2024 23:12,9/1/2024 23:40,05/12/2024 05:03,9/2/2024 5:22,10,Weather,False,True,Boeing 737,N72377,2542
10590,Delta,5215,DFW,SEA,05/11/2024 21:37,9/1/2024 22:04,05/12/2024 02:47,9/2/2024 2:34,-3,,False,True,Airbus A320,N64246,2562
10591,United,4065,JFK,SEA,05/11/2024 06:26,9/1/2024 6:42,05/11/2024 08:39,9/1/2024 8:23,-3,,False,True,Boeing 777,N76979,2400
10592,United,6469,ATL,SEA,05/11/2024 20:38,9/1/2024 20:51,05/12/2024 00:17,9/2/2024 2:52,14,Weather,True,True,Airbus A320,N93883,1990
10593,Southwest,2012,JFK,BOS,05/11/2024 04:45,9/1/2024 4:49,05/11/2024 10:26,9/1/2024 7:44,-1,,True,False,Boeing 777,N12942,2736
10594,American Airlines,8074,LAX,SFO,05/11/2024 11:07,9/1/2024 11:33,05/11/2024 13:43,9/1/2024 14:08,1,Air Traffic Control,False,False,Airbus A320,N21070,2898
10595,United,2543,ORD,SEA,05/11/2024 17:52,9/1/2024 17:59,05/11/2024 21:44,9/1/2024 19:42,-10,,False,False,Boeing 777,N46350,225
10596,Southwest,5362,ATL,JFK,05/11/2024 11:03,9/1/2024 11:24,05/11/2024 17:46,9/1/2024 14:01,-2,,False,False,Airbus A320,N51514,321
10597,United,3954,ATL,BOS,05/11/2024 00:01,9/1/2024 0:16,05/11/2024 03:45,9/1/2024 3:13,12,Maintenance,False,True,Boeing 737,N70989,1164
10598,American Airlines,7187,JFK,MIA,05/11/2024 18:20,9/1/2024 18:44,05/11/2024 21:31,9/1/2024 20:27,7,Weather,False,True,Boeing 737,N97025,590
10599,Southwest,2963,ORD,SFO,05/11/2024 02:38,9/1/2024 2:55,05/11/2024 08:06,9/1/2024 7:43,5,Weather,False,False,Boeing 737,N98752,2050
10600,American Airlines,2537,LAX,SFO,05/11/2024 10:58,9/1/2024 11:01,05/11/2024 12:42,9/1/2024 16:21,23,Air Traffic Control,False,False,Boeing 737,N72355,1597
10601,United,1419,ORD,MIA,05/11/2024 08:43,9/1/2024 9:00,05/11/2024 10:55,9/1/2024 14:56,13,Air Traffic Control,False,False,Boeing 737,N54011,435
10602,American Airlines,8021,ATL,MIA,05/11/2024 15:45,9/1/2024 15:47,05/11/2024 20:21,9/1/2024 21:51,6,Maintenance,True,True,Airbus A320,N43923,1368
10603,Southwest,8984,LAX,SFO,05/11/2024 21:12,9/1/2024 21:15,05/11/2024 22:25,9/1/2024 22:27,15,Air Traffic Control,True,False,Boeing 737,N72055,532
10604,Southwest,3068,ATL,BOS,05/11/2024 12:26,9/1/2024 12:35,05/11/2024 16:54,9/1/2024 13:23,-3,,True,True,Boeing 777,N33786,1380
10605,Delta,2887,JFK,JFK,05/11/2024 00:59,9/1/2024 1:06,05/11/2024 02:59,9/1/2024 7:12,13,Air Traffic Control,False,True,Boeing 737,N32761,1933
10606,Southwest,7168,ORD,BOS,05/11/2024 16:13,9/1/2024 16:36,05/11/2024 22:54,9/1/2024 20:19,6,Weather,True,False,Boeing 737,N37935,2920
10607,American Airlines,301,LAX,SEA,05/11/2024 05:41,9/1/2024 6:10,05/11/2024 07:23,9/1/2024 12:01,20,Weather,False,False,Boeing 737,N62541,147
10608,Delta,1775,ORD,JFK,05/11/2024 01:45,9/1/2024 2:12,05/11/2024 04:17,9/1/2024 4:15,30,Maintenance,False,False,Boeing 777,N48036,1577
10609,Delta,467,LAX,MIA,05/11/2024 08:55,9/1/2024 9:23,05/11/2024 13:56,9/1/2024 14:02,7,Weather,False,True,Airbus A320,N92820,481
10610,American Airlines,463,JFK,SEA,05/11/2024 12:40,9/1/2024 13:00,05/11/2024 15:13,9/1/2024 13:49,9,Air Traffic Control,True,True,Boeing 777,N78903,1190
10611,Delta,3365,JFK,BOS,05/11/2024 02:33,9/1/2024 2:47,05/11/2024 05:11,9/1/2024 5:31,-2,,True,True,Boeing 777,N70334,870
10612,Delta,8001,LAX,JFK,05/11/2024 18:12,9/1/2024 18:26,05/11/2024 19:28,9/1/2024 22:25,13,Air Traffic Control,True,False,Airbus A320,N52351,1212
10613,American Airlines,9250,LAX,MIA,05/11/2024 15:32,9/1/2024 16:02,05/11/2024 17:46,9/1/2024 16:39,7,Air Traffic Control,False,True,Boeing 777,N20088,1286
10614,United,3832,ATL,JFK,05/11/2024 21:18,9/1/2024 21:18,05/12/2024 02:55,9/2/2024 0:14,-4,,False,True,Boeing 777,N11438,867
10615,United,3483,LAX,JFK,05/11/2024 00:28,9/1/2024 0:40,05/11/2024 03:35,9/1/2024 3:37,9,Weather,False,False,Boeing 737,N58427,2997
10616,Delta,737,ATL,BOS,05/11/2024 11:37,9/1/2024 11:52,05/11/2024 17:26,9/1/2024 15:54,17,Air Traffic Control,True,True,Airbus A320,N51656,1055
10617,Delta,1446,DFW,SEA,05/11/2024 14:29,9/1/2024 14:55,05/11/2024 17:08,9/1/2024 17:28,-1,,False,False,Boeing 737,N17581,1111
10618,American Airlines,7622,JFK,JFK,05/11/2024 16:15,9/1/2024 16:20,05/11/2024 18:42,9/1/2024 19:09,-6,,False,False,Airbus A320,N25714,614
10619,Southwest,9118,JFK,SEA,05/11/2024 17:22,9/1/2024 17:34,05/11/2024 20:30,9/1/2024 19:31,9,Maintenance,True,True,Boeing 777,N10883,2904
10620,Delta,4079,LAX,SFO,05/11/2024 14:26,9/1/2024 14:49,05/11/2024 18:18,9/1/2024 15:32,6,Maintenance,False,True,Airbus A320,N41324,2624
10621,United,2086,JFK,MIA,05/11/2024 18:42,9/1/2024 18:44,05/11/2024 20:54,9/1/2024 23:10,28,Air Traffic Control,True,False,Boeing 777,N46447,297
10622,Delta,2122,DFW,JFK,05/11/2024 18:12,9/1/2024 18:30,05/11/2024 19:24,9/1/2024 22:05,-7,,True,True,Boeing 737,N40921,1881
10623,United,8510,ATL,JFK,05/11/2024 17:41,9/1/2024 17:46,05/12/2024 00:34,9/1/2024 18:35,-6,,False,False,Boeing 737,N16087,2977
10624,Delta,2769,ORD,BOS,05/11/2024 13:46,9/1/2024 14:12,05/11/2024 17:39,9/1/2024 20:05,19,Maintenance,True,False,Airbus A320,N40096,2563
10625,United,4666,ORD,MIA,05/11/2024 20:29,9/1/2024 20:39,05/12/2024 02:51,9/2/2024 2:44,15,Air Traffic Control,True,False,Boeing 777,N81723,2566
10626,United,6144,JFK,SFO,05/11/2024 01:05,9/1/2024 1:13,05/11/2024 07:58,9/1/2024 2:23,18,Weather,False,True,Boeing 777,N38793,2180
10627,Southwest,3778,ORD,JFK,05/11/2024 10:17,9/1/2024 10:20,05/11/2024 13:16,9/1/2024 13:34,17,Maintenance,True,True,Boeing 777,N15236,1603
10628,Southwest,4483,LAX,SEA,05/11/2024 10:42,9/1/2024 10:42,05/11/2024 17:15,9/1/2024 13:11,29,Air Traffic Control,False,False,Airbus A320,N42204,2575
10629,Delta,8543,ATL,BOS,05/11/2024 10:06,9/1/2024 10:13,05/11/2024 12:22,9/1/2024 13:04,-2,,False,False,Boeing 737,N35472,2263
10630,United,3446,ORD,SFO,05/11/2024 10:15,9/1/2024 10:38,05/11/2024 13:21,9/1/2024 12:09,-6,,True,False,Airbus A320,N93855,2066
10631,Southwest,8722,DFW,SEA,05/11/2024 07:28,9/1/2024 7:37,05/11/2024 13:09,9/1/2024 9:31,3,Weather,True,True,Boeing 777,N92118,2645
10632,Southwest,894,DFW,SFO,05/11/2024 14:12,9/1/2024 14:16,05/11/2024 19:20,9/1/2024 15:30,18,Weather,True,False,Boeing 737,N10965,1164
10633,Delta,9279,JFK,BOS,05/11/2024 21:34,9/1/2024 21:41,05/12/2024 01:51,9/2/2024 1:33,-1,,False,True,Boeing 737,N79881,2301
10634,Southwest,265,ATL,JFK,05/11/2024 17:47,9/1/2024 18:00,05/11/2024 19:23,9/1/2024 23:47,0,,True,True,Boeing 777,N89817,2669
10635,American Airlines,9213,ATL,JFK,05/11/2024 13:41,9/1/2024 13:43,05/11/2024 14:58,9/1/2024 16:50,9,Weather,False,False,Boeing 737,N91550,314
10636,Southwest,1296,DFW,BOS,05/11/2024 05:31,9/1/2024 5:51,05/11/2024 11:16,9/1/2024 8:01,30,Maintenance,False,True,Boeing 777,N57078,2813
10637,Southwest,6254,ATL,SFO,05/11/2024 00:40,9/1/2024 1:08,05/11/2024 05:34,9/1/2024 3:09,29,Maintenance,False,False,Airbus A320,N72648,2360
10638,American Airlines,6517,ORD,SFO,05/11/2024 09:16,9/1/2024 9:26,05/11/2024 13:31,9/1/2024 15:32,16,Weather,False,True,Boeing 737,N31786,1054
10639,Southwest,5623,LAX,SEA,05/11/2024 23:51,9/2/2024 0:10,05/12/2024 05:12,9/2/2024 3:54,3,Air Traffic Control,True,False,Boeing 777,N46322,939
10640,Southwest,433,JFK,JFK,05/11/2024 20:07,9/1/2024 20:20,05/11/2024 21:13,9/2/2024 1:07,0,,False,True,Airbus A320,N62501,261
10641,Delta,6577,DFW,MIA,05/11/2024 16:50,9/1/2024 16:54,05/11/2024 17:51,9/1/2024 19:06,16,Weather,False,False,Boeing 777,N14398,325
10642,Southwest,5646,ORD,BOS,05/11/2024 00:45,9/1/2024 1:04,05/11/2024 05:52,9/1/2024 3:56,11,Air Traffic Control,True,True,Airbus A320,N56367,1648
10643,Southwest,5124,ATL,MIA,05/11/2024 15:01,9/1/2024 15:25,05/11/2024 19:29,9/1/2024 20:26,25,Air Traffic Control,False,False,Airbus A320,N26117,1659
10644,Southwest,5976,JFK,SFO,05/11/2024 23:23,9/1/2024 23:37,05/12/2024 03:58,9/2/2024 5:21,-2,,True,True,Boeing 737,N28003,2398
10645,Delta,2398,DFW,MIA,05/11/2024 05:17,9/1/2024 5:27,05/11/2024 12:09,9/1/2024 10:19,2,Weather,True,True,Boeing 737,N61997,2968
10646,American Airlines,2436,ATL,SEA,05/11/2024 05:56,9/1/2024 6:19,05/11/2024 09:13,9/1/2024 9:25,29,Air Traffic Control,True,False,Boeing 737,N19826,983
10647,Delta,8844,JFK,MIA,05/11/2024 12:18,9/1/2024 12:45,05/11/2024 18:50,9/1/2024 17:45,27,Air Traffic Control,True,True,Airbus A320,N72019,1597
10648,Delta,4431,ATL,JFK,05/11/2024 02:32,9/1/2024 2:49,05/11/2024 06:46,9/1/2024 5:47,15,Weather,False,False,Boeing 737,N83403,175
10649,Delta,9163,ORD,SEA,05/11/2024 08:57,9/1/2024 9:05,05/11/2024 15:20,9/1/2024 14:23,26,Maintenance,True,False,Boeing 777,N20129,2415
10650,Southwest,4131,ATL,MIA,05/11/2024 10:55,9/1/2024 11:07,05/11/2024 13:05,9/1/2024 17:09,14,Weather,True,False,Boeing 777,N62874,1145
10651,Southwest,3576,ORD,JFK,05/11/2024 14:02,9/1/2024 14:22,05/11/2024 20:15,9/1/2024 16:00,-2,,True,True,Boeing 777,N36575,2196
